image_1,image_2,distance
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/owl_600x600.jpg,0.527
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/greyhound_600x600.jpg,0.742
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/oriental_600x600.jpg,0.426
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/lionfish_600x600.jpg,0.636
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/goldfish_600x600.jpg,0.777
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/labrador_600x600.jpg,0.551
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/kookaburra_600x600.jpg,0.691
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/koi_600x600.jpg,0.741
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/cornishrex_600x600.jpg,0.56
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/kingfisher_600x600.jpg,0.673
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/goldenretriever_600x600.jpg,0.672
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/goldfinch_600x600.jpg,0.792
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/germanshepherd_600x600.jpg,0.61
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/falcon_600x600.jpg,0.632
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/foxhound_600x600.jpg,0.744
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/chihuahua_600x600.jpg,0.589
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/exotic_600x600.jpg,0.375
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/egyptianmau_600x600.jpg,0.506
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/chartreux_600x600.jpg,0.375
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/dalmatian_600x600.jpg,0.652
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/cuttlefish_600x600.jpg,0.695
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/clownfish_600x600.jpg,0.767
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/cedarwaxwing_600x600.jpg,0.773
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/catfish_600x600.jpg,0.638
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/cardinal_600x600.jpg,0.762
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/burmese_600x600.jpg,0.505
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/bluetang_600x600.jpg,0.803
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/britishshorthair_600x600.jpg,0.458
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/bluegill_600x600.jpg,0.74
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/bluejay_600x600.jpg,0.752
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/beagle_600x600.jpg,0.721
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/bengal_600x600.jpg,0.457
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/betafish_600x600.jpg,0.738
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/bassethound_600x600.jpg,0.712
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/bass_600x600.jpg,0.733
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/arabianmau_600x600.jpg,0.609
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/angelfish_600x600.jpg,0.846
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/americancurl_600x600.jpg,0.336
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/afghanhound_600x600.jpg,0.505
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,0.729
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,0.635
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/turkey_600x600.jpg,0.657
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toucan_600x600.jpg,0.791
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,0.684
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,0.6
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/stingray_600x600.jpg,0.595
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siamese_600x600.jpg,0.814
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/tabby_600x600.jpg,0.693
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sparrow_600x600.jpg,0.641
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sphynx_600x600.jpg,0.772
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/shorthair_calico_600x600.jpg,0.801
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sheepdog_600x600.jpg,0.754
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sergeantmajor_600x600.jpg,0.642
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/puffin_600x600.jpg,0.851
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/seahorse_600x600.jpg,0.576
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sandcat_600x600.jpg,0.654
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/seagull_600x600.jpg,0.767
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/salmon_600x600.jpg,0.467
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/saintbernard_600x600.jpg,0.796
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/pufferfish_600x600.jpg,0.754
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/rottweiler_600x600.jpg,0.755
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/robin_600x600.jpg,0.696
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/pug_600x600.jpg,0.773
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/pigeon_600x600.jpg,0.696
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/pelican_600x600.jpg,0.752
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/husky_600x600.jpg,0.716
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/peacock_600x600.jpg,0.757
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/parrot_600x600.jpg,0.724
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/heron_600x600.jpg,0.736
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/owl_600x600.jpg,0.644
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/greyhound_600x600.jpg,0.776
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/oriental_600x600.jpg,0.642
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/lionfish_600x600.jpg,0.599
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/goldfish_600x600.jpg,0.682
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/labrador_600x600.jpg,0.685
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/kookaburra_600x600.jpg,0.66
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/koi_600x600.jpg,0.582
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/cornishrex_600x600.jpg,0.637
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/kingfisher_600x600.jpg,0.617
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/goldenretriever_600x600.jpg,0.773
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/goldfinch_600x600.jpg,0.779
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/germanshepherd_600x600.jpg,0.674
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/falcon_600x600.jpg,0.612
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/foxhound_600x600.jpg,0.724
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/chihuahua_600x600.jpg,0.74
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/exotic_600x600.jpg,0.69
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/egyptianmau_600x600.jpg,0.667
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/chartreux_600x600.jpg,0.73
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/dalmatian_600x600.jpg,0.804
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/cuttlefish_600x600.jpg,0.608
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/clownfish_600x600.jpg,0.793
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/cedarwaxwing_600x600.jpg,0.664
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/catfish_600x600.jpg,0.482
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/cardinal_600x600.jpg,0.769
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/burmese_600x600.jpg,0.72
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/bluetang_600x600.jpg,0.741
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/britishshorthair_600x600.jpg,0.787
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/bluegill_600x600.jpg,0.529
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/bluejay_600x600.jpg,0.716
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/beagle_600x600.jpg,0.779
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/bengal_600x600.jpg,0.543
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/betafish_600x600.jpg,0.719
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/bassethound_600x600.jpg,0.757
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/bass_600x600.jpg,0.453
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/arabianmau_600x600.jpg,0.788
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/angelfish_600x600.jpg,0.771
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/americancurl_600x600.jpg,0.655
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/afghanhound_600x600.jpg,0.802
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,0.544
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,0.582
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/turkey_600x600.jpg,0.525
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toucan_600x600.jpg,0.721
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,0.457
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,0.6
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/stingray_600x600.jpg,0.696
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siamese_600x600.jpg,0.57
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/tabby_600x600.jpg,0.266
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sparrow_600x600.jpg,0.639
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sphynx_600x600.jpg,0.571
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/shorthair_calico_600x600.jpg,0.47
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sheepdog_600x600.jpg,0.538
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sergeantmajor_600x600.jpg,0.755
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/puffin_600x600.jpg,0.728
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/seahorse_600x600.jpg,0.725
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sandcat_600x600.jpg,0.408
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/seagull_600x600.jpg,0.721
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/salmon_600x600.jpg,0.672
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/saintbernard_600x600.jpg,0.48
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/pufferfish_600x600.jpg,0.765
